TransactionKey,TransactionId,TransactionTs,DateKey,TimeOfDay,CustomerKey,AccountKey,CardKey,MerchantKey,ChannelKey,CurrencyKey,TransactionType,Amount,CurrencyCode,AmountUsd,Status,FraudScore,IsFraud,MerchantCountry,MerchantLatitude,MerchantLongitude,IsInternational
4976,TXN00004976,2025-08-25T14:35:50Z,20250825,14:35:50,173,337,175,12,1,4,Purchase,473.69,INR,5.68,Approved,0.233,0,France,48.8566,2.3522,1
4977,TXN00004977,2026-01-23T22:53:04Z,20260123,22:53:04,4,10,6,12,2,7,Withdrawal,300,SGD,222.0,Approved,0.095,0,France,48.8566,2.3522,0
4978,TXN00004978,2025-06-26T14:36:10Z,20250626,14:36:10,6,13,8,19,4,3,Transfer,457.76,GBP,581.36,Approved,0.146,0,Singapore,1.2966,103.7764,0
4979,TXN00004979,2026-06-14T18:20:35Z,20260614,18:20:35,170,331,172,9,3,3,Purchase,2268.04,GBP,2880.41,Approved,0.436,0,UK,51.47,-0.4543,1
4980,TXN00004980,2026-06-18T12:48:38Z,20260618,12:48:38,131,250,120,8,6,6,Wire,37263.08,AED,10061.03,Approved,0.351,0,USA,38.9847,-77.0947,0
4981,TXN00004981,2025-10-08T22:05:10Z,20251008,22:05:10,55,111,53,5,5,1,Transfer,330.46,USD,330.46,Approved,0.135,0,USA,37.3318,-122.0312,0
4982,TXN00004982,2025-05-19T16:45:26Z,20250519,16:45:26,149,286,141,8,8,7,Purchase,3670.26,SGD,2715.99,Approved,0.304,0,USA,38.9847,-77.0947,0
4983,TXN00004983,2025-09-28T09:01:17Z,20250928,09:01:17,172,335,174,17,6,2,Wire,22951.17,EUR,25016.78,Approved,0.295,0,India,19.076,72.8777,0
4984,TXN00004984,2026-06-19T03:20:44Z,20260619,03:20:44,154,297,146,12,5,4,Transfer,551.46,INR,6.62,Approved,0.19,0,France,48.8566,2.3522,0
4985,TXN00004985,2025-08-12T23:11:43Z,20250812,23:11:43,99,190,89,17,3,3,Purchase,634.08,GBP,805.28,Approved,0.13,0,India,19.076,72.8777,0
4986,TXN00004986,2025-06-10T06:01:47Z,20250610,06:01:47,146,279,136,14,4,2,Transfer,1280.43,EUR,1395.67,Approved,0.323,0,UAE,25.2532,55.3657,0
4987,TXN00004987,2025-10-28T00:51:28Z,20251028,00:51:28,125,240,114,14,4,6,Transfer,4015.16,AED,1084.09,Approved,0.419,0,UAE,25.2532,55.3657,0
4988,TXN00004988,2025-07-12T15:22:42Z,20250712,15:22:42,217,423,219,16,8,4,Purchase,568.39,INR,6.82,Approved,0.269,0,India,12.9716,77.5946,1
4989,TXN00004989,2025-01-16T03:23:50Z,20250116,03:23:50,147,283,139,20,8,7,Purchase,475.86,SGD,352.14,Approved,0.098,0,Japan,35.6655,139.73,0
4990,TXN00004990,2026-05-25T21:06:33Z,20260525,21:06:33,169,330,171,18,8,2,Purchase,4070.98,EUR,4437.37,Approved,0.229,0,Singapore,1.3644,103.9915,1
4991,TXN00004991,2026-06-19T20:45:49Z,20260619,20:45:49,73,146,68,7,6,7,Wire,51667.07,SGD,38233.63,Approved,0.295,0,USA,37.2266,-121.9747,0
4992,TXN00004992,2026-06-20T07:21:47Z,20260620,07:21:47,83,164,76,16,4,6,Transfer,410.09,AED,110.72,Approved,0.23,0,India,12.9716,77.5946,0
4993,TXN00004993,2025-05-01T13:23:21Z,20250501,13:23:21,193,376,192,9,7,7,Direct Debit,3881.32,SGD,2872.18,Approved,0.182,0,UK,51.47,-0.4543,0
4994,TXN00004994,2026-03-30T21:32:58Z,20260330,21:32:58,139,263,127,17,6,2,Wire,28592.13,EUR,31165.42,Approved,0.148,0,India,19.076,72.8777,0
4995,TXN00004995,2025-09-04T10:18:24Z,20250904,10:18:24,178,347,178,18,3,1,Purchase,3146.62,USD,3146.62,Approved,0.516,0,Singapore,1.3644,103.9915,0
4996,TXN00004996,2025-10-01T09:58:32Z,20251001,09:58:32,37,80,40,13,8,1,Purchase,3876.73,USD,3876.73,Approved,0.142,0,Germany,50.0379,8.5622,0
4997,TXN00004997,2026-06-19T22:54:00Z,20260619,22:54:00,38,81,41,2,2,3,Withdrawal,300,GBP,381.0,Approved,0.056,0,USA,36.3729,-94.2088,0
4998,TXN00004998,2025-03-08T21:01:34Z,20250308,21:01:34,144,275,133,5,1,7,Purchase,290.08,SGD,214.66,Approved,0.199,0,USA,37.3318,-122.0312,0
4999,TXN00004999,2025-07-06T13:51:44Z,20250706,13:51:44,176,344,176,4,4,6,Transfer,100.69,AED,27.19,Approved,0.08,0,USA,47.581,-122.336,0
5000,TXN00005000,2026-06-20T02:43:25Z,20260620,02:43:25,169,329,170,14,4,1,Transfer,1748.71,USD,1748.71,Declined,0.419,0,UAE,25.2532,55.3657,1
5001,TXN00005001,2025-12-07T02:56:10Z,20251207,02:56:10,102,197,92,19,5,4,Transfer,137.28,INR,1.65,Approved,0.217,0,Singapore,1.2966,103.7764,0
5002,TXN00005002,2025-05-18T00:03:20Z,20250518,00:03:20,76,153,70,12,7,6,Direct Debit,585.86,AED,158.18,Approved,0.084,0,France,48.8566,2.3522,0
5003,TXN00005003,2026-06-19T14:14:17Z,20260619,14:14:17,112,215,101,1,6,1,Wire,36711.01,USD,36711.01,Approved,0.292,0,USA,47.6062,-122.3321,0
5004,TXN00005004,2026-06-19T14:22:46Z,20260619,14:22:46,131,250,120,5,1,6,Purchase,599.56,AED,161.88,Approved,0.142,0,USA,37.3318,-122.0312,0
5005,TXN00005005,2025-05-24T13:21:41Z,20250524,13:21:41,146,280,137,9,3,2,Purchase,3231.76,EUR,3522.62,Approved,0.413,0,UK,51.47,-0.4543,1
5006,TXN00005006,2026-06-20T01:38:15Z,20260620,01:38:15,188,367,187,22,3,3,Purchase,604.06,GBP,767.16,Approved,0.659,0,Nigeria,6.5244,3.3792,1
5007,TXN00005007,2025-12-09T16:26:14Z,20251209,16:26:14,176,344,176,3,2,6,Withdrawal,60,AED,16.2,Approved,0.104,0,USA,29.7604,-95.3698,0
5008,TXN00005008,2026-06-18T12:14:40Z,20260618,12:14:40,20,46,25,10,6,6,Wire,31313.24,AED,8454.57,Approved,0.09,0,UK,51.5074,-0.1278,0
5009,TXN00005009,2026-06-19T07:46:06Z,20260619,07:46:06,170,331,172,16,3,3,Purchase,9.07,GBP,11.52,Approved,0.337,0,India,12.9716,77.5946,0
5010,TXN00005010,2025-06-13T16:45:10Z,20250613,16:45:10,107,204,96,7,1,2,Purchase,117.63,EUR,128.22,Approved,0.248,0,USA,37.2266,-121.9747,1
5011,TXN00005011,2025-11-07T15:04:08Z,20251107,15:04:08,196,380,195,17,5,6,Transfer,306.14,AED,82.66,Approved,0.11,0,India,19.076,72.8777,0
5012,TXN00005012,2025-02-09T15:24:06Z,20250209,15:24:06,58,117,57,7,1,7,Purchase,94.65,SGD,70.04,Approved,0.26,0,USA,37.2266,-121.9747,1
5013,TXN00005013,2025-09-16T13:16:28Z,20250916,13:16:28,205,400,208,17,4,2,Transfer,623.23,EUR,679.32,Approved,0.166,0,India,19.076,72.8777,0
5014,TXN00005014,2025-09-25T04:44:00Z,20250925,04:44:00,147,281,138,20,2,1,Withdrawal,100,USD,100.0,Approved,0.229,0,Japan,35.6655,139.73,0
5015,TXN00005015,2026-03-02T20:22:51Z,20260302,20:22:51,76,153,70,22,2,6,Withdrawal,500,AED,135.0,Approved,0.558,0,Nigeria,6.5244,3.3792,1
5016,TXN00005016,2025-09-07T11:03:24Z,20250907,11:03:24,142,269,129,18,3,4,Purchase,2098.29,INR,25.18,Approved,0.278,0,Singapore,1.3644,103.9915,0
5017,TXN00005017,2025-10-05T07:11:19Z,20251005,07:11:19,131,250,120,1,7,6,Direct Debit,299.39,AED,80.84,Approved,0.253,0,USA,47.6062,-122.3321,0
5018,TXN00005018,2025-01-28T02:53:51Z,20250128,02:53:51,208,404,210,12,5,2,Transfer,198.09,EUR,215.92,Approved,0.236,0,France,48.8566,2.3522,0
5019,TXN00005019,2025-07-13T05:02:18Z,20250713,05:02:18,15,36,18,12,4,1,Transfer,526.14,USD,526.14,Approved,0.237,0,France,48.8566,2.3522,1
5020,TXN00005020,2025-06-05T15:39:10Z,20250605,15:39:10,55,112,54,3,1,1,Purchase,254.13,USD,254.13,Approved,0.166,0,USA,29.7604,-95.3698,0
5021,TXN00005021,2025-12-21T04:57:45Z,20251221,04:57:45,155,298,147,20,7,3,Direct Debit,335.75,GBP,426.4,Approved,0.24,0,Japan,35.6655,139.73,0
5022,TXN00005022,2026-06-07T04:31:43Z,20260607,04:31:43,53,105,50,10,6,1,Wire,9411.61,USD,9411.61,Approved,0.125,0,UK,51.5074,-0.1278,0
5023,TXN00005023,2025-09-19T16:02:10Z,20250919,16:02:10,6,15,9,18,8,1,Purchase,1743.25,USD,1743.25,Approved,0.167,0,Singapore,1.3644,103.9915,0
5024,TXN00005024,2026-06-18T19:57:55Z,20260618,19:57:55,199,388,200,17,3,3,Purchase,620.53,GBP,788.07,Approved,0.204,0,India,19.076,72.8777,1
5025,TXN00005025,2025-07-31T19:04:55Z,20250731,19:04:55,191,372,189,12,8,7,Purchase,377.91,SGD,279.65,Approved,0.167,0,France,48.8566,2.3522,0
5026,TXN00005026,2026-03-19T14:57:41Z,20260319,14:57:41,154,296,145,12,5,3,Transfer,227.19,GBP,288.53,Approved,0.086,0,France,48.8566,2.3522,0
5027,TXN00005027,2026-02-04T18:39:44Z,20260204,18:39:44,15,37,19,17,2,4,Withdrawal,200,INR,2.4,Approved,0.068,0,India,19.076,72.8777,1
5028,TXN00005028,2026-06-18T20:51:17Z,20260618,20:51:17,220,431,224,5,3,1,Purchase,642.34,USD,642.34,Approved,0.267,0,USA,37.3318,-122.0312,1
5029,TXN00005029,2026-06-18T20:32:53Z,20260618,20:32:53,158,303,151,20,6,1,Wire,32454.52,USD,32454.52,Approved,0.466,0,Japan,35.6655,139.73,0
5030,TXN00005030,2025-07-06T07:36:13Z,20250706,07:36:13,24,56,30,20,2,4,Withdrawal,100,INR,1.2,Approved,0.274,0,Japan,35.6655,139.73,0
5031,TXN00005031,2025-02-26T17:01:19Z,20250226,17:01:19,186,362,185,7,2,7,Withdrawal,300,SGD,222.0,Approved,0.058,0,USA,37.2266,-121.9747,1
5032,TXN00005032,2025-08-09T13:34:18Z,20250809,13:34:18,144,273,132,1,8,4,Purchase,122.09,INR,1.47,Approved,0.259,0,USA,47.6062,-122.3321,0
5033,TXN00005033,2025-12-15T03:43:05Z,20251215,03:43:05,210,408,213,19,1,4,Purchase,585.21,INR,7.02,Approved,0.135,0,Singapore,1.2966,103.7764,0
5034,TXN00005034,2026-01-14T17:49:56Z,20260114,17:49:56,28,63,33,23,1,6,Purchase,438.31,AED,118.34,Approved,0.279,0,Costa Rica,9.9281,-84.0907,1
5035,TXN00005035,2025-01-21T01:23:02Z,20250121,01:23:02,120,229,110,17,6,4,Wire,23823.11,INR,285.88,Approved,0.187,0,India,19.076,72.8777,0
5036,TXN00005036,2025-01-21T18:09:08Z,20250121,18:09:08,190,370,188,20,7,1,Direct Debit,183.62,USD,183.62,Approved,0.241,0,Japan,35.6655,139.73,0
5037,TXN00005037,2026-06-20T11:00:58Z,20260620,11:00:58,214,416,215,15,4,1,Transfer,173.96,USD,173.96,Approved,0.218,0,UAE,25.1972,55.2796,1
5038,TXN00005038,2026-06-05T02:35:23Z,20260605,02:35:23,196,380,195,16,4,6,Transfer,127.05,AED,34.3,Approved,0.16,0,India,12.9716,77.5946,0
5039,TXN00005039,2025-01-19T12:19:41Z,20250119,12:19:41,176,344,176,3,4,6,Transfer,418.86,AED,113.09,Declined,0.151,0,USA,29.7604,-95.3698,0
5040,TXN00005040,2025-11-21T21:28:31Z,20251121,21:28:31,94,182,85,2,2,7,Withdrawal,200,SGD,148.0,Approved,0.141,0,USA,36.3729,-94.2088,0
5041,TXN00005041,2025-07-26T01:56:08Z,20250726,01:56:08,207,403,209,16,2,6,Withdrawal,40,AED,10.8,Approved,0.1,0,India,12.9716,77.5946,0
5042,TXN00005042,2026-06-20T03:04:27Z,20260620,03:04:27,146,279,136,15,3,2,Purchase,326.73,EUR,356.14,Approved,0.333,0,UAE,25.1972,55.2796,0
5043,TXN00005043,2026-01-09T09:45:44Z,20260109,09:45:44,85,166,78,15,5,2,Transfer,630.96,EUR,687.75,Approved,0.249,0,UAE,25.1972,55.2796,0
5044,TXN00005044,2025-12-25T12:14:18Z,20251225,12:14:18,18,43,23,16,6,1,Wire,39437.14,USD,39437.14,Approved,0.36,0,India,12.9716,77.5946,0
5045,TXN00005045,2025-06-25T11:40:56Z,20250625,11:40:56,94,182,85,4,4,7,Transfer,479.07,SGD,354.51,Approved,0.161,0,USA,47.581,-122.336,0
5046,TXN00005046,2025-01-17T17:57:20Z,20250117,17:57:20,192,373,190,6,5,6,Transfer,14.68,AED,3.96,Approved,0.237,0,USA,37.7749,-122.4194,0
5047,TXN00005047,2026-06-18T23:06:51Z,20260618,23:06:51,104,199,94,15,2,1,Withdrawal,60,USD,60.0,Approved,0.232,0,UAE,25.1972,55.2796,0
5048,TXN00005048,2025-11-13T03:42:44Z,20251113,03:42:44,91,177,83,17,1,2,Purchase,165.24,EUR,180.11,Approved,0.235,0,India,19.076,72.8777,0
5049,TXN00005049,2026-06-20T08:33:41Z,20260620,08:33:41,119,228,109,13,4,2,Transfer,1363.96,EUR,1486.72,Approved,0.339,0,Germany,50.0379,8.5622,0
5050,TXN00005050,2026-06-19T01:33:31Z,20260619,01:33:31,156,299,148,20,2,6,Withdrawal,200,AED,54.0,Approved,0.132,0,Japan,35.6655,139.73,0
5051,TXN00005051,2025-07-28T12:26:54Z,20250728,12:26:54,217,421,218,23,7,6,Direct Debit,18.23,AED,4.92,Approved,0.263,0,Costa Rica,9.9281,-84.0907,1
5052,TXN00005052,2026-06-10T04:48:46Z,20260610,04:48:46,162,313,157,20,7,4,Direct Debit,58.87,INR,0.71,Approved,0.246,0,Japan,35.6655,139.73,0
5053,TXN00005053,2026-03-09T18:54:23Z,20260309,18:54:23,220,429,222,16,1,3,Purchase,206.34,GBP,262.05,Approved,0.216,0,India,12.9716,77.5946,1
5054,TXN00005054,2025-12-16T01:34:10Z,20251216,01:34:10,4,10,6,12,6,7,Wire,41927.52,SGD,31026.36,Approved,0.168,0,France,48.8566,2.3522,0
5055,TXN00005055,2026-03-05T22:11:08Z,20260305,22:11:08,142,269,129,19,2,4,Withdrawal,40,INR,0.48,Approved,0.225,0,Singapore,1.2966,103.7764,0
5056,TXN00005056,2025-07-17T23:22:29Z,20250717,23:22:29,57,116,56,19,6,4,Wire,56273.03,INR,675.28,Approved,0.307,0,Singapore,1.2966,103.7764,0
5057,TXN00005057,2026-06-18T18:39:18Z,20260618,18:39:18,196,380,195,17,6,6,Wire,46767.2,AED,12627.14,Approved,0.137,0,India,19.076,72.8777,0
5058,TXN00005058,2025-04-29T04:26:06Z,20250429,04:26:06,14,32,16,4,6,6,Wire,16356.68,AED,4416.3,Approved,0.147,0,USA,47.581,-122.336,0
5059,TXN00005059,2026-05-19T01:28:57Z,20260519,01:28:57,142,270,130,18,4,1,Transfer,3883.63,USD,3883.63,Approved,0.431,0,Singapore,1.3644,103.9915,0
5060,TXN00005060,2025-07-11T05:38:42Z,20250711,05:38:42,187,366,186,15,8,7,Purchase,330.92,SGD,244.88,Approved,0.106,0,UAE,25.1972,55.2796,1
5061,TXN00005061,2025-01-01T23:42:08Z,20250101,23:42:08,164,318,161,17,3,2,Purchase,55.03,EUR,59.98,Approved,0.207,0,India,19.076,72.8777,1
5062,TXN00005062,2025-06-02T01:39:56Z,20250602,01:39:56,128,244,116,19,2,7,Withdrawal,40,SGD,29.6,Approved,0.118,0,Singapore,1.2966,103.7764,0
5063,TXN00005063,2025-12-30T13:42:54Z,20251230,13:42:54,120,231,112,17,8,1,Purchase,492.93,USD,492.93,Approved,0.088,0,India,19.076,72.8777,0
5064,TXN00005064,2025-05-24T14:35:44Z,20250524,14:35:44,76,153,70,1,1,6,Purchase,489.58,AED,132.19,Approved,0.265,0,USA,47.6062,-122.3321,1
5065,TXN00005065,2026-06-18T13:31:44Z,20260618,13:31:44,43,88,44,19,5,6,Transfer,15.91,AED,4.3,Approved,0.309,0,Singapore,1.2966,103.7764,1
5066,TXN00005066,2025-12-08T11:11:45Z,20251208,11:11:45,213,413,214,12,2,4,Withdrawal,300,INR,3.6,Approved,0.081,0,France,48.8566,2.3522,0
5067,TXN00005067,2025-11-23T10:50:01Z,20251123,10:50:01,81,160,74,13,8,1,Purchase,1475.66,USD,1475.66,Approved,0.107,0,Germany,50.0379,8.5622,0
5068,TXN00005068,2025-10-20T12:30:36Z,20251020,12:30:36,120,229,110,21,6,4,Wire,33402.2,INR,400.83,Approved,0.873,1,Malta,35.8989,14.5146,1
5069,TXN00005069,2025-10-21T01:12:50Z,20251021,01:12:50,137,260,125,8,2,4,Withdrawal,500,INR,6.0,Approved,0.331,0,USA,38.9847,-77.0947,0
5070,TXN00005070,2026-06-18T15:39:22Z,20260618,15:39:22,194,377,193,20,4,1,Transfer,548.46,USD,548.46,Approved,0.203,0,Japan,35.6655,139.73,0
5071,TXN00005071,2025-04-29T04:37:18Z,20250429,04:37:18,166,321,163,12,2,1,Withdrawal,200,USD,200.0,Approved,0.198,0,France,48.8566,2.3522,0
5072,TXN00005072,2025-03-29T14:38:34Z,20250329,14:38:34,215,418,217,22,8,3,Purchase,21.32,GBP,27.08,Approved,0.412,0,Nigeria,6.5244,3.3792,1
5073,TXN00005073,2025-08-29T19:23:02Z,20250829,19:23:02,100,193,91,24,5,1,Transfer,1885.36,USD,1885.36,Approved,0.444,0,Switzerland,46.2044,6.1432,1
5074,TXN00005074,2025-10-13T03:21:34Z,20251013,03:21:34,160,307,154,12,8,7,Purchase,450.95,SGD,333.7,Approved,0.216,0,France,48.8566,2.3522,0
5075,TXN00005075,2026-06-19T02:19:53Z,20260619,02:19:53,91,176,82,16,7,1,Direct Debit,427.55,USD,427.55,Approved,0.172,0,India,12.9716,77.5946,0
5076,TXN00005076,2025-12-26T12:46:11Z,20251226,12:46:11,154,296,145,12,5,3,Transfer,450.52,GBP,572.16,Approved,0.258,0,France,48.8566,2.3522,0
5077,TXN00005077,2025-04-07T16:18:08Z,20250407,16:18:08,142,269,129,19,6,4,Wire,15884.23,INR,190.61,Approved,0.34,0,Singapore,1.2966,103.7764,0
5078,TXN00005078,2025-08-09T18:15:55Z,20250809,18:15:55,1,1,1,3,3,2,Purchase,632.59,EUR,689.52,Approved,0.501,0,USA,29.7604,-95.3698,1
5079,TXN00005079,2026-06-19T17:54:06Z,20260619,17:54:06,57,116,56,19,6,4,Wire,41305.69,INR,495.67,Approved,0.288,0,Singapore,1.2966,103.7764,0
5080,TXN00005080,2026-06-06T19:20:43Z,20260606,19:20:43,42,86,43,8,6,6,Wire,24803.53,AED,6696.95,Approved,0.458,0,USA,38.9847,-77.0947,0
5081,TXN00005081,2026-01-02T06:44:29Z,20260102,06:44:29,139,265,128,16,8,1,Purchase,541.82,USD,541.82,Approved,0.208,0,India,12.9716,77.5946,0
5082,TXN00005082,2026-06-20T02:43:24Z,20260620,02:43:24,52,104,49,24,6,6,Wire,17999.12,AED,4859.76,Approved,0.769,0,Switzerland,46.2044,6.1432,1
5083,TXN00005083,2025-06-30T18:24:34Z,20250630,18:24:34,1,1,1,16,7,2,Direct Debit,84.13,EUR,91.7,Approved,0.296,0,India,12.9716,77.5946,1
5084,TXN00005084,2026-06-18T15:36:25Z,20260618,15:36:25,146,279,136,14,7,2,Direct Debit,1878.43,EUR,2047.49,Declined,0.323,0,UAE,25.2532,55.3657,0
5085,TXN00005085,2025-02-24T06:29:35Z,20250224,06:29:35,66,133,65,5,7,2,Direct Debit,411.72,EUR,448.77,Approved,0.266,0,USA,37.3318,-122.0312,1
5086,TXN00005086,2026-01-30T20:31:48Z,20260130,20:31:48,75,150,69,19,7,4,Direct Debit,40.7,INR,0.49,Approved,0.266,0,Singapore,1.2966,103.7764,0
5087,TXN00005087,2025-09-02T09:57:41Z,20250902,09:57:41,220,431,224,15,7,1,Direct Debit,43.97,USD,43.97,Approved,0.29,0,UAE,25.1972,55.2796,1
5088,TXN00005088,2026-03-18T05:59:20Z,20260318,05:59:20,130,249,119,6,1,2,Purchase,466.41,EUR,508.39,Approved,0.186,0,USA,37.7749,-122.4194,0
5089,TXN00005089,2026-05-14T11:47:52Z,20260514,11:47:52,134,255,122,12,1,4,Purchase,160.52,INR,1.93,Approved,0.254,0,France,48.8566,2.3522,0
5090,TXN00005090,2025-10-18T05:54:08Z,20251018,05:54:08,6,15,9,18,5,1,Transfer,2084.2,USD,2084.2,Approved,0.292,0,Singapore,1.3644,103.9915,0
5091,TXN00005091,2025-12-01T01:35:34Z,20251201,01:35:34,18,43,23,12,7,1,Direct Debit,239.28,USD,239.28,Approved,0.122,0,France,48.8566,2.3522,1
5092,TXN00005092,2026-06-19T17:59:26Z,20260619,17:59:26,218,425,221,2,6,3,Wire,25779.25,GBP,32739.65,Approved,0.3,0,USA,36.3729,-94.2088,0
5093,TXN00005093,2025-09-20T11:15:50Z,20250920,11:15:50,168,326,168,7,7,1,Direct Debit,19.19,USD,19.19,Approved,0.114,0,USA,37.2266,-121.9747,1
5094,TXN00005094,2025-10-22T11:29:12Z,20251022,11:29:12,143,272,131,12,6,3,Wire,56328.75,GBP,71537.51,Approved,0.232,0,France,48.8566,2.3522,0
5095,TXN00005095,2025-10-15T05:19:36Z,20251015,05:19:36,215,418,217,3,2,3,Withdrawal,200,GBP,254.0,Approved,0.176,0,USA,29.7604,-95.3698,0
5096,TXN00005096,2025-08-17T09:03:08Z,20250817,09:03:08,168,325,167,21,7,4,Direct Debit,507.71,INR,6.09,Approved,0.529,0,Malta,35.8989,14.5146,1
5097,TXN00005097,2026-06-19T20:51:24Z,20260619,20:51:24,73,146,68,5,5,7,Transfer,181.03,SGD,133.96,Approved,0.26,0,USA,37.3318,-122.0312,0
5098,TXN00005098,2025-03-21T21:49:47Z,20250321,21:49:47,14,33,17,1,4,1,Transfer,372.7,USD,372.7,Approved,0.247,0,USA,47.6062,-122.3321,0
5099,TXN00005099,2026-04-20T13:11:21Z,20260420,13:11:21,213,413,214,13,1,4,Purchase,3951.67,INR,47.42,Approved,0.261,0,Germany,50.0379,8.5622,1
5100,TXN00005100,2026-06-19T06:34:47Z,20260619,06:34:47,104,199,94,15,4,1,Transfer,59.42,USD,59.42,Approved,0.128,0,UAE,25.1972,55.2796,0
5101,TXN00005101,2026-02-04T03:33:13Z,20260204,03:33:13,120,229,110,9,4,4,Transfer,3220.5,INR,38.65,Approved,0.372,0,UK,51.47,-0.4543,1
5102,TXN00005102,2025-03-28T05:12:05Z,20250328,05:12:05,204,398,206,13,1,1,Purchase,4175.16,USD,4175.16,Approved,0.329,0,Germany,50.0379,8.5622,0
5103,TXN00005103,2026-02-20T21:42:36Z,20260220,21:42:36,168,327,169,5,7,1,Direct Debit,209.32,USD,209.32,Approved,0.313,0,USA,37.3318,-122.0312,1
5104,TXN00005104,2025-09-10T20:45:11Z,20250910,20:45:11,138,262,126,20,2,1,Withdrawal,60,USD,60.0,Declined,0.252,0,Japan,35.6655,139.73,1
5105,TXN00005105,2026-03-01T18:14:53Z,20260301,18:14:53,143,272,131,14,1,3,Purchase,876.22,GBP,1112.8,Approved,0.254,0,UAE,25.2532,55.3657,1
5106,TXN00005106,2025-01-25T05:54:13Z,20250125,05:54:13,164,317,160,15,5,6,Transfer,323.04,AED,87.22,Approved,0.128,0,UAE,25.1972,55.2796,0
5107,TXN00005107,2026-06-18T18:16:09Z,20260618,18:16:09,120,231,112,16,8,1,Purchase,65.3,USD,65.3,Approved,0.091,0,India,12.9716,77.5946,0
5108,TXN00005108,2025-12-16T07:17:51Z,20251216,07:17:51,61,123,59,18,2,1,Withdrawal,100,USD,100.0,Approved,0.189,0,Singapore,1.3644,103.9915,0
5109,TXN00005109,2026-06-19T04:33:34Z,20260619,04:33:34,42,86,43,6,3,6,Purchase,454.94,AED,122.83,Approved,0.279,0,USA,37.7749,-122.4194,0
5110,TXN00005110,2024-12-27T23:07:27Z,20241227,23:07:27,6,13,8,19,2,3,Withdrawal,500,GBP,635.0,Approved,0.221,0,Singapore,1.2966,103.7764,0
5111,TXN00005111,2026-02-09T17:24:42Z,20260209,17:24:42,146,280,137,14,2,2,Withdrawal,100,EUR,109.0,Approved,0.223,0,UAE,25.2532,55.3657,0
5112,TXN00005112,2026-04-04T08:19:51Z,20260404,08:19:51,113,217,103,20,7,3,Direct Debit,6.52,GBP,8.28,Approved,0.199,0,Japan,35.6655,139.73,0
5113,TXN00005113,2026-06-18T13:28:07Z,20260618,13:28:07,167,323,165,16,4,4,Transfer,144.64,INR,1.74,Approved,0.151,0,India,12.9716,77.5946,0
5114,TXN00005114,2026-06-19T04:29:05Z,20260619,04:29:05,54,109,52,2,4,6,Transfer,106.43,AED,28.74,Approved,0.111,0,USA,36.3729,-94.2088,0
5115,TXN00005115,2025-05-09T10:59:01Z,20250509,10:59:01,199,388,200,14,5,3,Transfer,1295.65,GBP,1645.48,Approved,0.282,0,UAE,25.2532,55.3657,0
5116,TXN00005116,2025-10-19T00:25:55Z,20251019,00:25:55,56,114,55,6,5,3,Transfer,300.02,GBP,381.03,Approved,0.156,0,USA,37.7749,-122.4194,0
5117,TXN00005117,2025-10-11T14:20:30Z,20251011,14:20:30,49,99,47,6,4,4,Transfer,378.05,INR,4.54,Approved,0.259,0,USA,37.7749,-122.4194,1
5118,TXN00005118,2025-01-19T17:18:04Z,20250119,17:18:04,147,281,138,4,5,1,Transfer,376.59,USD,376.59,Approved,0.165,0,USA,47.581,-122.336,1
5119,TXN00005119,2026-06-18T19:56:27Z,20260618,19:56:27,168,325,167,11,8,4,Purchase,599.67,INR,7.2,Approved,0.125,0,Spain,40.4168,-3.7038,1
5120,TXN00005120,2026-03-16T14:30:26Z,20260316,14:30:26,192,374,191,7,8,2,Purchase,277.59,EUR,302.57,Approved,0.106,0,USA,37.2266,-121.9747,0
5121,TXN00005121,2026-06-19T04:46:33Z,20260619,04:46:33,45,91,45,13,1,4,Purchase,1963.05,INR,23.56,Approved,0.179,0,Germany,50.0379,8.5622,0
5122,TXN00005122,2026-06-19T01:20:40Z,20260619,01:20:40,42,86,43,3,5,6,Transfer,281.55,AED,76.02,Approved,0.185,0,USA,29.7604,-95.3698,0
5123,TXN00005123,2025-01-02T13:25:25Z,20250102,13:25:25,172,335,174,17,1,2,Purchase,359.01,EUR,391.32,Approved,0.196,0,India,19.076,72.8777,0
5124,TXN00005124,2026-05-12T22:35:25Z,20260512,22:35:25,143,272,131,21,1,3,Purchase,328.44,GBP,417.12,Approved,0.364,0,Malta,35.8989,14.5146,1
5125,TXN00005125,2026-02-05T15:27:18Z,20260205,15:27:18,8,18,10,6,6,7,Wire,38127.75,SGD,28214.53,Approved,0.209,0,USA,37.7749,-122.4194,1
5126,TXN00005126,2026-02-26T11:59:52Z,20260226,11:59:52,54,108,51,2,5,1,Transfer,140.68,USD,140.68,Approved,0.211,0,USA,36.3729,-94.2088,0
5127,TXN00005127,2026-03-08T23:30:51Z,20260308,23:30:51,158,303,151,20,3,1,Purchase,13.99,USD,13.99,Approved,0.383,0,Japan,35.6655,139.73,0
5128,TXN00005128,2025-04-08T10:09:34Z,20250408,10:09:34,203,397,205,19,6,2,Wire,58583.91,EUR,63856.46,Approved,0.375,0,Singapore,1.2966,103.7764,1
5129,TXN00005129,2025-10-02T21:12:32Z,20251002,21:12:32,201,391,202,1,4,2,Transfer,153.89,EUR,167.74,Approved,0.285,0,USA,47.6062,-122.3321,0
