SnapshotKey,CustomerKey,DateKey,SnapshotDate,AccountsHeld,TotalBalanceUsd,MtdTransactions,MtdSpendUsd,CreditScore,RiskBand,ChurnScore
6997,177,20251115,2025-11-15,2,-268406.91,2,5829.6,814,Low,0.014
6998,178,20251115,2025-11-15,3,-416115.95,2,12578.15,663,High,0.583
6999,179,20251115,2025-11-15,1,40365.39,1,16663.21,799,Low,0.648
7000,180,20251115,2025-11-15,1,-2833.3,1,2650.45,669,Low,0.662
7001,181,20251115,2025-11-15,1,33576.7,2,3415.2,608,High,0.052
7002,182,20251115,2025-11-15,2,-287155.7,1,19928.47,633,Low,0.894
7003,183,20251115,2025-11-15,2,-89523.33,2,8863.72,698,Medium,0.531
7004,184,20251115,2025-11-15,3,255989.01,0,0.0,564,Low,0.778
7005,185,20251115,2025-11-15,2,-8330.14,1,7342.84,737,High,0.376
7006,186,20251115,2025-11-15,2,-192836.63,2,9863.51,757,Medium,0.078
7007,187,20251115,2025-11-15,3,-240914.01,1,2566.26,696,Low,0.509
7008,188,20251115,2025-11-15,2,-50721.66,1,6388.56,762,Low,0.253
7009,189,20251115,2025-11-15,1,-256864.93,0,0.0,555,Medium,0.17
7010,190,20251115,2025-11-15,2,-66794.77,1,9432.92,725,Medium,0.458
7011,191,20251115,2025-11-15,1,-5240.2,1,9079.78,579,Medium,0.568
7012,192,20251115,2025-11-15,2,23566.93,5,13836.49,795,Low,0.583
7013,193,20251115,2025-11-15,2,397767.33,1,7683.35,791,Medium,0.228
7014,194,20251115,2025-11-15,2,22252.25,3,13976.51,717,Low,0.746
7015,195,20251115,2025-11-15,1,-173863.58,0,0.0,725,Low,0.553
7016,196,20251115,2025-11-15,3,431762.04,2,4855.12,779,Medium,0.747
7017,197,20251115,2025-11-15,3,30580.83,2,17339.83,809,Low,0.423
7018,198,20251115,2025-11-15,2,12969.2,2,11524.36,804,High,0.345
7019,199,20251115,2025-11-15,1,-15133.72,1,8432.97,568,Low,0.855
7020,200,20251115,2025-11-15,2,-317187.55,1,45.73,805,Low,0.892
7021,201,20251115,2025-11-15,3,697.23,2,9704.83,813,Medium,0.081
7022,202,20251115,2025-11-15,2,-80932.15,1,8057.63,828,Low,0.049
7023,203,20251115,2025-11-15,2,37063.28,4,13507.54,832,Medium,0.343
7024,204,20251115,2025-11-15,2,-2958.42,4,13870.38,665,Low,0.729
7025,205,20251115,2025-11-15,1,23829.91,1,9722.44,787,Low,0.495
7026,206,20251115,2025-11-15,1,-168986.7,0,0.0,606,Low,0.819
7027,207,20251115,2025-11-15,2,135869.85,2,962.46,612,Medium,0.095
7028,208,20251115,2025-11-15,2,22843.43,3,5909.58,637,Medium,0.859
7029,209,20251115,2025-11-15,1,-105581.79,0,0.0,798,Medium,0.431
7030,210,20251115,2025-11-15,2,35271.55,4,17213.81,686,Medium,0.484
7031,211,20251115,2025-11-15,1,32501.19,0,0.0,563,Low,0.424
7032,212,20251115,2025-11-15,2,497815.6,0,0.0,821,Medium,0.226
7033,213,20251115,2025-11-15,2,-253441.68,1,72.53,825,Low,0.829
7034,214,20251115,2025-11-15,3,-228265.71,1,12978.26,610,Medium,0.765
7035,215,20251115,2025-11-15,2,35515.4,3,13782.3,703,Medium,0.168
7036,216,20251115,2025-11-15,2,91585.54,0,0.0,783,High,0.793
7037,217,20251115,2025-11-15,4,7985.96,3,11400.21,782,Medium,0.277
7038,218,20251115,2025-11-15,3,100065.76,1,17015.67,734,Low,0.162
7039,219,20251115,2025-11-15,1,-47857.14,0,0.0,700,Medium,0.461
7040,220,20251115,2025-11-15,4,-229666.51,5,21023.5,610,High,0.589
7041,1,20251108,2025-11-08,2,-79152.51,1,10452.7,665,High,0.215
7042,2,20251108,2025-11-08,2,-242935.64,1,197.47,555,Medium,0.085
7043,3,20251108,2025-11-08,3,-280528.5,4,19287.85,754,Low,0.203
7044,4,20251108,2025-11-08,3,22940.96,3,9922.76,619,Low,0.207
7045,5,20251108,2025-11-08,2,-39347.71,2,836.57,562,Medium,0.824
7046,6,20251108,2025-11-08,3,481112.25,4,25878.69,835,High,0.217
7047,7,20251108,2025-11-08,2,-212730.33,0,0.0,734,Low,0.289
7048,8,20251108,2025-11-08,3,18541.47,2,4448.0,627,Medium,0.592
7049,9,20251108,2025-11-08,4,-128452.48,1,7747.1,652,Low,0.775
7050,10,20251108,2025-11-08,3,62403.77,2,11464.4,648,Low,0.889
7051,11,20251108,2025-11-08,1,36883.55,0,0.0,675,Medium,0.141
7052,12,20251108,2025-11-08,2,33848.43,1,4556.12,652,Medium,0.833
7053,13,20251108,2025-11-08,1,-182089.24,0,0.0,756,Medium,0.705
7054,14,20251108,2025-11-08,4,257284.75,2,3924.35,814,Low,0.686
7055,15,20251108,2025-11-08,3,8151.01,3,14389.87,796,High,0.71
7056,16,20251108,2025-11-08,3,439894.72,4,10192.3,731,Low,0.863
7057,17,20251108,2025-11-08,1,-81415.75,0,0.0,662,Low,0.062
7058,18,20251108,2025-11-08,2,38279.51,5,17276.46,605,Low,0.739
7059,19,20251108,2025-11-08,1,-160417.17,0,0.0,699,Low,0.429
7060,20,20251108,2025-11-08,2,20314.32,3,17392.96,572,Low,0.33
7061,21,20251108,2025-11-08,2,-226894.38,0,0.0,657,Low,0.07
7062,22,20251108,2025-11-08,1,29425.3,1,2592.01,607,Medium,0.645
7063,23,20251108,2025-11-08,4,-798553.03,2,3660.49,588,Medium,0.079
7064,24,20251108,2025-11-08,2,24567.97,2,707.8,571,Low,0.472
7065,25,20251108,2025-11-08,2,364636.64,2,8796.35,682,Medium,0.52
7066,26,20251108,2025-11-08,3,-297430.04,2,1327.21,547,Low,0.99
7067,27,20251108,2025-11-08,1,-273343.1,0,0.0,734,Medium,0.002
7068,28,20251108,2025-11-08,3,67293.48,5,14846.05,619,Medium,0.176
7069,29,20251108,2025-11-08,3,-337193.18,1,1171.82,839,Low,0.51
7070,30,20251108,2025-11-08,1,17785.26,0,0.0,574,Low,0.624
7071,31,20251108,2025-11-08,2,205769.96,0,0.0,581,Medium,0.437
7072,32,20251108,2025-11-08,1,4152.1,0,0.0,662,High,0.226
7073,33,20251108,2025-11-08,2,-511852.38,0,0.0,774,Low,0.518
7074,34,20251108,2025-11-08,1,-13804.39,0,0.0,665,Medium,0.346
7075,35,20251108,2025-11-08,3,-255752.47,4,8463.81,544,High,0.688
7076,36,20251108,2025-11-08,1,43150.85,2,7184.92,823,Low,0.166
7077,37,20251108,2025-11-08,1,-2178.67,1,6206.6,790,Low,0.3
7078,38,20251108,2025-11-08,2,-343647.49,1,4051.14,606,High,0.752
7079,39,20251108,2025-11-08,1,28862.5,1,4732.81,578,Medium,0.99
7080,40,20251108,2025-11-08,1,-178272.62,0,0.0,605,Low,0.035
7081,41,20251108,2025-11-08,1,11871.12,0,0.0,748,Low,0.895
7082,42,20251108,2025-11-08,1,-13597.98,1,5119.25,552,Medium,0.19
7083,43,20251108,2025-11-08,2,-7894.16,2,2219.03,621,Low,0.924
7084,44,20251108,2025-11-08,1,-297677.29,0,0.0,696,Low,0.916
7085,45,20251108,2025-11-08,2,51157.3,2,151.01,682,High,0.307
7086,46,20251108,2025-11-08,4,-99203.92,1,1075.96,631,Low,0.594
7087,47,20251108,2025-11-08,1,-264801.78,0,0.0,801,Low,0.126
7088,48,20251108,2025-11-08,2,119486.58,0,0.0,640,Low,0.37
7089,49,20251108,2025-11-08,1,-634.84,2,111.62,799,Medium,0.248
7090,50,20251108,2025-11-08,3,-11246.6,1,6058.92,629,Medium,0.524
7091,51,20251108,2025-11-08,1,-57200.94,0,0.0,778,Medium,0.43
7092,52,20251108,2025-11-08,1,40661.52,2,2992.53,583,Medium,0.229
7093,53,20251108,2025-11-08,3,-197632.68,1,6295.27,655,Low,0.767
7094,54,20251108,2025-11-08,2,17551.03,2,5781.32,752,High,0.9
7095,55,20251108,2025-11-08,3,-288539.68,4,12655.4,594,High,0.827
7096,56,20251108,2025-11-08,2,-176832.57,1,10181.61,608,Medium,0.895
7097,57,20251108,2025-11-08,2,-242162.32,1,135.37,758,Low,0.967
7098,58,20251108,2025-11-08,2,59452.11,2,5103.07,806,Medium,0.476
7099,59,20251108,2025-11-08,2,157865.39,0,0.0,816,Medium,0.082
7100,60,20251108,2025-11-08,2,90531.0,0,0.0,709,Low,0.646
7101,61,20251108,2025-11-08,1,-2765.47,1,18669.2,834,Low,0.383
7102,62,20251108,2025-11-08,2,-237269.73,2,7749.45,819,Medium,0.646
7103,63,20251108,2025-11-08,2,41177.02,1,10590.8,747,Low,0.668
7104,64,20251108,2025-11-08,1,38420.5,1,17.86,582,Low,0.531
7105,65,20251108,2025-11-08,2,-241669.94,1,9108.21,712,Medium,0.807
7106,66,20251108,2025-11-08,3,-202107.77,3,7305.28,566,High,0.891
7107,67,20251108,2025-11-08,2,23113.58,0,0.0,642,Low,0.731
7108,68,20251108,2025-11-08,2,-143264.29,1,14070.14,671,Medium,0.704
7109,69,20251108,2025-11-08,3,212165.57,0,0.0,595,Medium,0.646
7110,70,20251108,2025-11-08,1,32496.86,2,3258.77,578,Low,0.705
7111,71,20251108,2025-11-08,1,-99992.25,0,0.0,829,Medium,0.803
7112,72,20251108,2025-11-08,2,4043.31,0,0.0,755,Low,0.904
7113,73,20251108,2025-11-08,2,-313658.32,1,8345.33,630,Medium,0.823
7114,74,20251108,2025-11-08,2,-291480.97,0,0.0,677,Low,0.334
7115,75,20251108,2025-11-08,2,-310413.84,1,178.36,712,Low,0.03
7116,76,20251108,2025-11-08,3,-289485.92,2,2949.05,681,Low,0.483
7117,77,20251108,2025-11-08,2,37608.42,3,4602.24,791,Low,0.374
7118,78,20251108,2025-11-08,1,-284522.32,0,0.0,782,High,0.55
7119,79,20251108,2025-11-08,1,-32892.29,0,0.0,668,Low,0.271
7120,80,20251108,2025-11-08,1,3542.42,1,1511.81,638,High,0.177
7121,81,20251108,2025-11-08,2,-308636.77,1,7590.19,639,Low,0.325
7122,82,20251108,2025-11-08,1,39894.42,1,8764.15,823,Medium,0.325
7123,83,20251108,2025-11-08,3,-377966.49,1,1050.87,765,Medium,0.328
7124,84,20251108,2025-11-08,1,18947.23,1,7050.67,617,Low,0.171
7125,85,20251108,2025-11-08,1,-1571.56,1,12421.87,807,Low,0.347
7126,86,20251108,2025-11-08,2,-346467.8,1,4813.44,590,Low,0.804
7127,87,20251108,2025-11-08,2,-110668.94,1,1160.17,578,High,0.126
7128,88,20251108,2025-11-08,2,486753.95,1,5889.46,772,High,0.072
7129,89,20251108,2025-11-08,2,-353392.25,0,0.0,818,Low,0.193
7130,90,20251108,2025-11-08,1,-262529.03,0,0.0,764,High,0.144
7131,91,20251108,2025-11-08,2,16851.08,3,13174.25,581,High,0.519
7132,92,20251108,2025-11-08,2,-567616.26,0,0.0,677,Medium,0.63
7133,93,20251108,2025-11-08,2,-115367.31,1,3716.69,791,Medium,0.99
7134,94,20251108,2025-11-08,2,47558.07,4,1857.09,750,Medium,0.828
7135,95,20251108,2025-11-08,2,-328595.15,0,0.0,669,Medium,0.278
7136,96,20251108,2025-11-08,1,-1508.23,2,34.68,567,Medium,0.177
7137,97,20251108,2025-11-08,1,-349979.94,0,0.0,607,Low,0.814
7138,98,20251108,2025-11-08,2,-329034.02,1,12945.54,699,Low,0.608
7139,99,20251108,2025-11-08,2,-139696.15,2,2708.89,618,Medium,0.524
7140,100,20251108,2025-11-08,3,-220384.97,2,13136.06,773,Medium,0.552
7141,101,20251108,2025-11-08,2,-145505.12,0,0.0,752,Low,0.329
7142,102,20251108,2025-11-08,1,40740.37,1,112.83,616,Low,0.374
7143,103,20251108,2025-11-08,1,-12600.13,2,1240.8,662,Low,0.567
7144,104,20251108,2025-11-08,3,-225593.48,2,9965.26,617,Medium,0.398
7145,105,20251108,2025-11-08,1,-284988.9,0,0.0,809,Medium,0.934
7146,106,20251108,2025-11-08,1,-322834.49,0,0.0,713,Low,0.611
7147,107,20251108,2025-11-08,3,-186496.19,3,9465.95,702,Medium,0.669
7148,108,20251108,2025-11-08,2,-321356.19,0,0.0,656,High,0.71
7149,109,20251108,2025-11-08,1,-2304.51,1,58.06,554,Low,0.045
7150,110,20251108,2025-11-08,2,156276.49,0,0.0,829,Low,0.659
7151,111,20251108,2025-11-08,3,-153059.37,2,7285.69,794,Medium,0.96
7152,112,20251108,2025-11-08,1,-5915.47,1,1821.76,687,Medium,0.718
7153,113,20251108,2025-11-08,2,24716.63,4,4450.6,668,Medium,0.39
7154,114,20251108,2025-11-08,2,38454.7,4,3175.66,834,Low,0.277
7155,115,20251108,2025-11-08,2,53296.05,2,1565.79,794,Low,0.689
7156,116,20251108,2025-11-08,1,22974.72,0,0.0,610,High,0.693
7157,117,20251108,2025-11-08,3,409978.13,0,0.0,607,High,0.078
7158,118,20251108,2025-11-08,2,-1135.76,3,12169.57,811,Low,0.577
7159,119,20251108,2025-11-08,1,27768.59,1,4613.42,598,Low,0.483
7160,120,20251108,2025-11-08,4,-204580.77,5,9372.7,586,Medium,0.662
7161,121,20251108,2025-11-08,2,-81128.84,1,1762.89,839,Low,0.305
7162,122,20251108,2025-11-08,2,265070.79,0,0.0,653,High,0.714
7163,123,20251108,2025-11-08,2,97332.28,0,0.0,695,Low,0.878
7164,124,20251108,2025-11-08,1,293431.19,0,0.0,754,Medium,0.478
7165,125,20251108,2025-11-08,1,7704.7,2,2228.39,556,Medium,0.741
7166,126,20251108,2025-11-08,2,118781.6,0,0.0,818,Low,0.76
7167,127,20251108,2025-11-08,1,-1317.71,1,7218.04,648,Low,0.671
7168,128,20251108,2025-11-08,1,36795.89,1,4102.41,575,Medium,0.684
7169,129,20251108,2025-11-08,3,-152615.42,2,152.44,681,Medium,0.927
7170,130,20251108,2025-11-08,2,44153.23,4,14611.16,547,Medium,0.34
7171,131,20251108,2025-11-08,2,43769.18,2,2476.04,809,Medium,0.133
7172,132,20251108,2025-11-08,1,-94321.02,0,0.0,653,Medium,0.983
7173,133,20251108,2025-11-08,2,263938.05,2,65.15,745,High,0.475
7174,134,20251108,2025-11-08,1,34620.62,1,100.24,573,Medium,0.142
7175,135,20251108,2025-11-08,2,28825.73,4,15010.41,772,High,0.603
7176,136,20251108,2025-11-08,2,83766.28,0,0.0,760,Low,0.54
7177,137,20251108,2025-11-08,1,20137.96,2,100.01,758,Low,0.262
7178,138,20251108,2025-11-08,2,-34311.85,1,14383.55,761,Low,0.101
7179,139,20251108,2025-11-08,3,192985.81,4,16741.04,602,Medium,0.359
7180,140,20251108,2025-11-08,2,-2757.66,0,0.0,720,Low,0.109
7181,141,20251108,2025-11-08,1,-157380.25,0,0.0,728,Low,0.097
7182,142,20251108,2025-11-08,3,-247016.15,3,3169.83,553,Low,0.63
7183,143,20251108,2025-11-08,1,-4434.89,1,9656.51,543,High,0.177
7184,144,20251108,2025-11-08,4,237456.9,5,15354.32,811,Low,0.233
7185,145,20251108,2025-11-08,2,44044.72,1,9442.25,566,Low,0.16
7186,146,20251108,2025-11-08,2,57181.28,3,24270.17,766,Low,0.442
7187,147,20251108,2025-11-08,4,239661.94,3,12937.32,809,Medium,0.553
7188,148,20251108,2025-11-08,1,4197.58,1,1697.71,610,Low,0.736
7189,149,20251108,2025-11-08,1,7417.02,1,8861.0,812,High,0.683
7190,150,20251108,2025-11-08,2,-89551.48,1,6253.98,763,Low,0.02
7191,151,20251108,2025-11-08,3,481334.32,1,1801.82,688,Low,0.122
7192,152,20251108,2025-11-08,1,-157032.85,0,0.0,585,Medium,0.388
7193,153,20251108,2025-11-08,3,76475.47,1,12557.13,653,Medium,0.389
7194,154,20251108,2025-11-08,2,30665.65,3,9723.83,615,Low,0.272
7195,155,20251108,2025-11-08,1,-4113.89,2,5106.25,630,Medium,0.879
7196,156,20251108,2025-11-08,1,-1367.22,1,1675.84,701,Medium,0.171
7197,157,20251108,2025-11-08,3,-253832.47,3,25723.33,799,Low,0.065
7198,158,20251108,2025-11-08,1,2505.14,1,9459.56,799,High,0.321
7199,159,20251108,2025-11-08,3,1813.01,4,10639.92,704,Low,0.704
7200,160,20251108,2025-11-08,3,-317693.17,3,21964.2,798,High,0.676
7201,161,20251108,2025-11-08,1,3008.73,1,56.75,726,Medium,0.389
7202,162,20251108,2025-11-08,4,-507599.65,4,8311.07,573,Medium,0.266
7203,163,20251108,2025-11-08,2,54653.45,1,1498.04,710,Low,0.088
7204,164,20251108,2025-11-08,2,76552.71,3,8539.15,583,Low,0.361
7205,165,20251108,2025-11-08,1,27714.13,1,9918.67,587,Low,0.727
7206,166,20251108,2025-11-08,3,-73154.53,3,11956.78,638,Low,0.243
7207,167,20251108,2025-11-08,2,-25499.34,2,1067.81,559,Low,0.665
7208,168,20251108,2025-11-08,4,26774.6,6,20406.6,764,High,0.052
7209,169,20251108,2025-11-08,2,34128.73,2,15106.32,659,Low,0.624
7210,170,20251108,2025-11-08,1,7467.3,1,12080.09,735,Low,0.586
7211,171,20251108,2025-11-08,2,-96942.96,1,2282.56,730,Low,0.472
7212,172,20251108,2025-11-08,3,379639.39,1,5508.56,615,Medium,0.954
7213,173,20251108,2025-11-08,3,-281446.73,2,178.39,797,Low,0.393
7214,174,20251108,2025-11-08,1,35579.13,0,0.0,614,High,0.157
7215,175,20251108,2025-11-08,2,-62454.48,0,0.0,580,Medium,0.019
7216,176,20251108,2025-11-08,2,-55601.29,2,2488.12,661,Medium,0.303
7217,177,20251108,2025-11-08,2,-268406.91,1,6309.48,814,Low,0.014
7218,178,20251108,2025-11-08,3,-416115.95,1,8311.88,663,High,0.517
7219,179,20251108,2025-11-08,1,40365.39,1,10791.89,799,Low,0.718
7220,180,20251108,2025-11-08,1,-2833.3,1,3012.17,669,Low,0.881
7221,181,20251108,2025-11-08,1,33576.7,2,2917.41,608,High,0.042
7222,182,20251108,2025-11-08,2,-287155.7,2,18053.23,633,Low,0.786
7223,183,20251108,2025-11-08,2,-89523.33,1,5214.35,698,Medium,0.436
7224,184,20251108,2025-11-08,3,255989.01,0,0.0,564,Low,0.878
7225,185,20251108,2025-11-08,2,-8330.14,1,7460.22,737,High,0.338
7226,186,20251108,2025-11-08,2,-192836.63,2,8205.01,757,Medium,0.081
7227,187,20251108,2025-11-08,3,-240914.01,1,3584.06,696,Low,0.439
7228,188,20251108,2025-11-08,2,-50721.66,1,9549.87,762,Low,0.263
7229,189,20251108,2025-11-08,1,-256864.93,0,0.0,555,Medium,0.141
7230,190,20251108,2025-11-08,2,-66794.77,1,9790.37,725,Medium,0.34
7231,191,20251108,2025-11-08,1,-5240.2,2,9735.82,579,Medium,0.602
7232,192,20251108,2025-11-08,2,23566.93,3,11864.53,795,Low,0.55
7233,193,20251108,2025-11-08,2,397767.33,1,8025.02,791,Medium,0.195
7234,194,20251108,2025-11-08,2,22252.25,2,16732.08,717,Low,0.66
7235,195,20251108,2025-11-08,1,-173863.58,0,0.0,725,Low,0.557
7236,196,20251108,2025-11-08,3,431762.04,1,4043.14,779,Medium,0.801
7237,197,20251108,2025-11-08,3,30580.83,3,18006.46,809,Low,0.411
7238,198,20251108,2025-11-08,2,12969.2,2,13745.35,804,High,0.408
7239,199,20251108,2025-11-08,1,-15133.72,2,8974.8,568,Low,0.719
7240,200,20251108,2025-11-08,2,-317187.55,1,66.57,805,Low,0.99
7241,201,20251108,2025-11-08,3,697.23,1,6963.55,813,Medium,0.104
7242,202,20251108,2025-11-08,2,-80932.15,0,5323.45,828,Low,0.044
7243,203,20251108,2025-11-08,2,37063.28,4,13373.25,832,Medium,0.366
7244,204,20251108,2025-11-08,2,-2958.42,3,12599.65,665,Low,0.894
7245,205,20251108,2025-11-08,1,23829.91,1,12284.54,787,Low,0.502
7246,206,20251108,2025-11-08,1,-168986.7,0,0.0,606,Low,0.804
7247,207,20251108,2025-11-08,2,135869.85,1,1413.45,612,Medium,0.092
7248,208,20251108,2025-11-08,2,22843.43,3,5340.68,637,Medium,0.898
7249,209,20251108,2025-11-08,1,-105581.79,0,0.0,798,Medium,0.532
7250,210,20251108,2025-11-08,2,35271.55,4,15440.91,686,Medium,0.639
7251,211,20251108,2025-11-08,1,32501.19,0,0.0,563,Low,0.418
7252,212,20251108,2025-11-08,2,497815.6,0,0.0,821,Medium,0.245
7253,213,20251108,2025-11-08,2,-253441.68,1,52.98,825,Low,0.877
7254,214,20251108,2025-11-08,3,-228265.71,1,12219.78,610,Medium,0.726
7255,215,20251108,2025-11-08,2,35515.4,2,12921.27,703,Medium,0.189
7256,216,20251108,2025-11-08,2,91585.54,0,0.0,783,High,0.804
7257,217,20251108,2025-11-08,4,7985.96,3,14009.97,782,Medium,0.255
7258,218,20251108,2025-11-08,3,100065.76,1,11019.17,734,Low,0.173
7259,219,20251108,2025-11-08,1,-47857.14,0,0.0,700,Medium,0.433
7260,220,20251108,2025-11-08,4,-229666.51,5,27325.53,610,High,0.616
7261,1,20251101,2025-11-01,2,-79152.51,1,10595.44,665,High,0.261
7262,2,20251101,2025-11-01,2,-242935.64,2,217.48,555,Medium,0.11
7263,3,20251101,2025-11-01,3,-280528.5,4,18410.13,754,Low,0.19
7264,4,20251101,2025-11-01,3,22940.96,3,9843.99,619,Low,0.203
7265,5,20251101,2025-11-01,2,-39347.71,2,594.17,562,Medium,0.767
7266,6,20251101,2025-11-01,3,481112.25,2,16277.49,835,High,0.211
7267,7,20251101,2025-11-01,2,-212730.33,0,0.0,734,Low,0.325
7268,8,20251101,2025-11-01,3,18541.47,2,3996.61,627,Medium,0.569
7269,9,20251101,2025-11-01,4,-128452.48,2,5565.82,652,Low,0.74
7270,10,20251101,2025-11-01,3,62403.77,3,12506.78,648,Low,0.792
7271,11,20251101,2025-11-01,1,36883.55,0,0.0,675,Medium,0.155
7272,12,20251101,2025-11-01,2,33848.43,1,4693.93,652,Medium,0.99
7273,13,20251101,2025-11-01,1,-182089.24,0,0.0,756,Medium,0.703
7274,14,20251101,2025-11-01,4,257284.75,3,3635.07,814,Low,0.627
7275,15,20251101,2025-11-01,3,8151.01,5,11678.38,796,High,0.76
7276,16,20251101,2025-11-01,3,439894.72,4,6733.38,731,Low,0.649
7277,17,20251101,2025-11-01,1,-81415.75,0,0.0,662,Low,0.057
7278,18,20251101,2025-11-01,2,38279.51,4,14516.89,605,Low,0.733
7279,19,20251101,2025-11-01,1,-160417.17,0,0.0,699,Low,0.434
7280,20,20251101,2025-11-01,2,20314.32,3,14309.45,572,Low,0.365
7281,21,20251101,2025-11-01,2,-226894.38,0,0.0,657,Low,0.064
7282,22,20251101,2025-11-01,1,29425.3,1,2754.2,607,Medium,0.691
7283,23,20251101,2025-11-01,4,-798553.03,2,2098.69,588,Medium,0.115
7284,24,20251101,2025-11-01,2,24567.97,2,1014.27,571,Low,0.349
7285,25,20251101,2025-11-01,2,364636.64,2,8047.02,682,Medium,0.4
7286,26,20251101,2025-11-01,3,-297430.04,1,962.97,547,Low,0.99
7287,27,20251101,2025-11-01,1,-273343.1,0,0.0,734,Medium,0.002
7288,28,20251101,2025-11-01,3,67293.48,3,20839.33,619,Medium,0.177
7289,29,20251101,2025-11-01,3,-337193.18,1,1844.54,839,Low,0.487
7290,30,20251101,2025-11-01,1,17785.26,0,0.0,574,Low,0.74
7291,31,20251101,2025-11-01,2,205769.96,0,0.0,581,Medium,0.349
7292,32,20251101,2025-11-01,1,4152.1,0,0.0,662,High,0.285
7293,33,20251101,2025-11-01,2,-511852.38,0,0.0,774,Low,0.586
7294,34,20251101,2025-11-01,1,-13804.39,0,0.0,665,Medium,0.381
7295,35,20251101,2025-11-01,3,-255752.47,3,5437.2,544,High,0.702
7296,36,20251101,2025-11-01,1,43150.85,2,5833.94,823,Low,0.125
7297,37,20251101,2025-11-01,1,-2178.67,0,10042.2,790,Low,0.269
7298,38,20251101,2025-11-01,2,-343647.49,1,3163.82,606,High,0.658
7299,39,20251101,2025-11-01,1,28862.5,1,5408.57,578,Medium,0.99
7300,40,20251101,2025-11-01,1,-178272.62,0,0.0,605,Low,0.046
7301,41,20251101,2025-11-01,1,11871.12,0,0.0,748,Low,0.933
7302,42,20251101,2025-11-01,1,-13597.98,2,3074.69,552,Medium,0.177
7303,43,20251101,2025-11-01,2,-7894.16,2,2901.25,621,Low,0.661
7304,44,20251101,2025-11-01,1,-297677.29,0,0.0,696,Low,0.718
7305,45,20251101,2025-11-01,2,51157.3,2,123.18,682,High,0.353
7306,46,20251101,2025-11-01,4,-99203.92,1,1223.02,631,Low,0.679
7307,47,20251101,2025-11-01,1,-264801.78,0,0.0,801,Low,0.122
7308,48,20251101,2025-11-01,2,119486.58,0,0.0,640,Low,0.431
7309,49,20251101,2025-11-01,1,-634.84,1,124.33,799,Medium,0.269
7310,50,20251101,2025-11-01,3,-11246.6,1,4473.8,629,Medium,0.611
7311,51,20251101,2025-11-01,1,-57200.94,0,0.0,778,Medium,0.437
7312,52,20251101,2025-11-01,1,40661.52,2,1971.75,583,Medium,0.283
7313,53,20251101,2025-11-01,3,-197632.68,1,5002.19,655,Low,0.847
7314,54,20251101,2025-11-01,2,17551.03,3,5127.51,752,High,0.969
7315,55,20251101,2025-11-01,3,-288539.68,4,15416.63,594,High,0.825
7316,56,20251101,2025-11-01,2,-176832.57,2,9007.61,608,Medium,0.702
7317,57,20251101,2025-11-01,2,-242162.32,1,113.68,758,Low,0.809
7318,58,20251101,2025-11-01,2,59452.11,3,8020.47,806,Medium,0.488
7319,59,20251101,2025-11-01,2,157865.39,0,0.0,816,Medium,0.082
7320,60,20251101,2025-11-01,2,90531.0,0,0.0,709,Low,0.505
7321,61,20251101,2025-11-01,1,-2765.47,1,21393.53,834,Low,0.327
7322,62,20251101,2025-11-01,2,-237269.73,2,5410.61,819,Medium,0.757
7323,63,20251101,2025-11-01,2,41177.02,1,11608.86,747,Low,0.636
7324,64,20251101,2025-11-01,1,38420.5,1,21.88,582,Low,0.68
7325,65,20251101,2025-11-01,2,-241669.94,2,8629.74,712,Medium,0.829
7326,66,20251101,2025-11-01,3,-202107.77,2,9212.45,566,High,0.951
7327,67,20251101,2025-11-01,2,23113.58,0,0.0,642,Low,0.73
7328,68,20251101,2025-11-01,2,-143264.29,2,14506.89,671,Medium,0.699
7329,69,20251101,2025-11-01,3,212165.57,0,0.0,595,Medium,0.472
7330,70,20251101,2025-11-01,1,32496.86,2,3557.84,578,Low,0.704
7331,71,20251101,2025-11-01,1,-99992.25,0,0.0,829,Medium,0.783
7332,72,20251101,2025-11-01,2,4043.31,0,0.0,755,Low,0.8
7333,73,20251101,2025-11-01,2,-313658.32,1,7635.23,630,Medium,0.851
7334,74,20251101,2025-11-01,2,-291480.97,0,0.0,677,Low,0.299
7335,75,20251101,2025-11-01,2,-310413.84,2,173.82,712,Low,0.027
7336,76,20251101,2025-11-01,3,-289485.92,1,2540.11,681,Low,0.591
7337,77,20251101,2025-11-01,2,37608.42,2,5586.54,791,Low,0.401
7338,78,20251101,2025-11-01,1,-284522.32,0,0.0,782,High,0.642
7339,79,20251101,2025-11-01,1,-32892.29,0,0.0,668,Low,0.242
7340,80,20251101,2025-11-01,1,3542.42,1,1614.53,638,High,0.248
7341,81,20251101,2025-11-01,2,-308636.77,2,4549.14,639,Low,0.259
7342,82,20251101,2025-11-01,1,39894.42,1,5417.3,823,Medium,0.333
7343,83,20251101,2025-11-01,3,-377966.49,1,916.26,765,Medium,0.384
7344,84,20251101,2025-11-01,1,18947.23,1,5708.84,617,Low,0.131
7345,85,20251101,2025-11-01,1,-1571.56,1,10538.12,807,Low,0.307
7346,86,20251101,2025-11-01,2,-346467.8,1,4401.85,590,Low,0.99
7347,87,20251101,2025-11-01,2,-110668.94,1,1036.0,578,High,0.142
7348,88,20251101,2025-11-01,2,486753.95,1,7552.14,772,High,0.06
7349,89,20251101,2025-11-01,2,-353392.25,0,0.0,818,Low,0.191
